epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,2658.31,0.44531,0.3331,0.96182,0.93364,0.87594,0.92745,0.80987,0.59311,0.47155,1.03061,0.000311641,0.000311641,0.000311641
180,2672.98,0.45907,0.34249,0.97087,0.92756,0.88476,0.93799,0.8195,0.60343,0.4429,1.03487,0.000307773,0.000307773,0.000307773
181,2687.6,0.45698,0.35098,0.96394,0.93698,0.89875,0.92913,0.80491,0.62307,0.46355,1.04384,0.000303906,0.000303906,0.000303906
182,2702.25,0.44973,0.33253,0.96934,0.94626,0.89822,0.92999,0.80997,0.61963,0.42644,1.05031,0.000300039,0.000300039,0.000300039
183,2717.13,0.44266,0.32677,0.95863,0.92802,0.90141,0.93295,0.8157,0.58269,0.45618,1.0165,0.000296172,0.000296172,0.000296172
184,2733.02,0.45638,0.33337,0.95653,0.92449,0.88342,0.9295,0.80861,0.59049,0.48693,1.02176,0.000292305,0.000292305,0.000292305
185,2747.82,0.44615,0.31844,0.959,0.9265,0.88806,0.93314,0.81415,0.61527,0.4664,1.04306,0.000288438,0.000288438,0.000288438
186,2762.4,0.43755,0.32542,0.95525,0.96001,0.85485,0.92673,0.81541,0.57523,0.50841,1.00657,0.00028457,0.00028457,0.00028457
187,2777.13,0.43454,0.3098,0.95579,0.96519,0.84606,0.92237,0.80516,0.61235,0.48035,1.05521,0.000280703,0.000280703,0.000280703
188,2791.72,0.43776,0.32341,0.95779,0.94849,0.85229,0.92476,0.81087,0.63169,0.49117,1.05962,0.000276836,0.000276836,0.000276836
189,2806.21,0.44282,0.32739,0.96067,0.94254,0.86252,0.92123,0.80637,0.62084,0.45144,1.05023,0.000272969,0.000272969,0.000272969
190,2821.45,0.44453,0.324,0.9616,0.92199,0.88561,0.92754,0.81191,0.63089,0.44034,1.05339,0.000269102,0.000269102,0.000269102
191,2836.26,0.43566,0.31975,0.95731,0.93127,0.89679,0.93101,0.81114,0.64479,0.49963,1.06601,0.000265234,0.000265234,0.000265234
192,2850.83,0.44704,0.31887,0.9553,0.92327,0.90318,0.93356,0.8197,0.61839,0.43167,1.05228,0.000261367,0.000261367,0.000261367
193,2865.63,0.44716,0.32911,0.95727,0.95686,0.84928,0.92348,0.8085,0.62135,0.48866,1.03486,0.0002575,0.0002575,0.0002575
194,2880.25,0.43567,0.3215,0.95069,0.95125,0.86497,0.92549,0.81519,0.58888,0.48184,1.00219,0.000253633,0.000253633,0.000253633
195,2894.8,0.44086,0.30565,0.95832,0.94757,0.90231,0.9419,0.82966,0.60593,0.42585,1.01796,0.000249766,0.000249766,0.000249766
196,2910.24,0.45102,0.33801,0.9624,0.92386,0.86671,0.92841,0.81514,0.61932,0.44914,1.02971,0.000245898,0.000245898,0.000245898
197,2924.87,0.42736,0.30771,0.94773,0.95555,0.87763,0.93235,0.81408,0.61721,0.42695,1.04584,0.000242031,0.000242031,0.000242031
198,2939.39,0.44113,0.32365,0.95574,0.9166,0.90999,0.93233,0.81241,0.64881,0.43549,1.06972,0.000238164,0.000238164,0.000238164
199,2954.19,0.43939,0.31791,0.95954,0.95045,0.89602,0.93774,0.81547,0.61409,0.44779,1.02547,0.000234297,0.000234297,0.000234297
200,2968.63,0.42928,0.30576,0.94889,0.92399,0.90704,0.93897,0.82416,0.57382,0.42736,0.98766,0.00023043,0.00023043,0.00023043
201,2983.07,0.42826,0.32,0.95615,0.9469,0.90448,0.93801,0.82269,0.58378,0.41249,1.00265,0.000226563,0.000226563,0.000226563
202,2998.14,0.42214,0.30686,0.94449,0.9427,0.8899,0.93113,0.81735,0.5924,0.45988,1.01971,0.000222695,0.000222695,0.000222695
203,3013.17,0.4328,0.31698,0.94708,0.93325,0.90945,0.93306,0.80402,0.61739,0.46403,1.04257,0.000218828,0.000218828,0.000218828
204,3027.77,0.43047,0.31809,0.95881,0.9459,0.87879,0.92952,0.81945,0.60769,0.44456,1.04819,0.000214961,0.000214961,0.000214961
205,3042.44,0.42679,0.31182,0.95223,0.92089,0.91224,0.9352,0.82034,0.61238,0.44758,1.04098,0.000211094,0.000211094,0.000211094
206,3057.16,0.4355,0.32668,0.95793,0.91319,0.89019,0.91726,0.80449,0.58059,0.46562,1.0134,0.000207227,0.000207227,0.000207227
207,3071.87,0.42808,0.31992,0.96544,0.93788,0.85469,0.91352,0.79964,0.60744,0.52328,1.03881,0.000203359,0.000203359,0.000203359
208,3086.36,0.4181,0.30503,0.94371,0.94175,0.88179,0.92276,0.81004,0.58863,0.49632,1.01319,0.000199492,0.000199492,0.000199492
209,3101.7,0.41879,0.30479,0.9523,0.92564,0.89382,0.92964,0.8143,0.59239,0.48408,1.01415,0.000195625,0.000195625,0.000195625
210,3116.13,0.43329,0.30695,0.95957,0.92836,0.89077,0.91842,0.80696,0.59539,0.47063,1.02153,0.000191758,0.000191758,0.000191758
211,3130.96,0.42036,0.30922,0.94944,0.95663,0.8597,0.93068,0.82222,0.58797,0.44945,1.0258,0.000187891,0.000187891,0.000187891
212,3145.65,0.41639,0.30179,0.94421,0.93816,0.88049,0.93092,0.8137,0.62365,0.45737,1.04333,0.000184023,0.000184023,0.000184023
213,3160.32,0.42185,0.31088,0.95664,0.96446,0.86485,0.92287,0.8081,0.63024,0.48018,1.04767,0.000180156,0.000180156,0.000180156
214,3175.24,0.42815,0.30963,0.94753,0.94303,0.88221,0.92286,0.81485,0.61133,0.50258,1.03937,0.000176289,0.000176289,0.000176289
215,3190.62,0.41399,0.29284,0.93975,0.94427,0.88573,0.92423,0.81269,0.62005,0.44945,1.05481,0.000172422,0.000172422,0.000172422
216,3205.16,0.41113,0.30042,0.94464,0.93624,0.8872,0.92785,0.81632,0.62034,0.4499,1.04839,0.000168555,0.000168555,0.000168555
217,3219.64,0.42397,0.30869,0.9506,0.91322,0.88543,0.92695,0.81763,0.58458,0.44693,1.02074,0.000164688,0.000164688,0.000164688
218,3234.17,0.41834,0.30424,0.94992,0.96554,0.85918,0.92639,0.81409,0.62191,0.46854,1.04662,0.00016082,0.00016082,0.00016082
219,3248.81,0.4196,0.29782,0.94649,0.95835,0.85449,0.92364,0.81357,0.63508,0.47222,1.06141,0.000156953,0.000156953,0.000156953
220,3263.45,0.40917,0.29232,0.94566,0.94198,0.89092,0.92589,0.81691,0.64048,0.45538,1.07257,0.000153086,0.000153086,0.000153086
221,3278.43,0.418,0.29302,0.93817,0.95746,0.89045,0.93284,0.81843,0.61955,0.44162,1.05248,0.000149219,0.000149219,0.000149219
222,3293.51,0.41983,0.31013,0.94819,0.93986,0.87973,0.9237,0.80648,0.63949,0.45281,1.06759,0.000145352,0.000145352,0.000145352
223,3308.21,0.41152,0.29573,0.94477,0.94737,0.88603,0.92937,0.8138,0.64309,0.46561,1.06851,0.000141484,0.000141484,0.000141484
224,3322.85,0.41793,0.29855,0.95267,0.95561,0.8858,0.93737,0.82107,0.63885,0.41444,1.061,0.000137617,0.000137617,0.000137617
225,3337.51,0.41346,0.30338,0.94763,0.95641,0.89568,0.94127,0.82541,0.6217,0.40638,1.05571,0.00013375,0.00013375,0.00013375
226,3352.13,0.40753,0.29498,0.94646,0.96299,0.88892,0.93813,0.82201,0.62499,0.43851,1.05248,0.000129883,0.000129883,0.000129883
227,3367.15,0.41012,0.30501,0.94122,0.95397,0.88867,0.93614,0.81847,0.6215,0.44302,1.04888,0.000126016,0.000126016,0.000126016
228,3382.64,0.41092,0.29435,0.95361,0.95864,0.87735,0.93189,0.81687,0.6309,0.42895,1.05624,0.000122148,0.000122148,0.000122148
229,3397.19,0.42331,0.30083,0.9461,0.95255,0.88677,0.93887,0.81909,0.6224,0.43864,1.04528,0.000118281,0.000118281,0.000118281
230,3411.74,0.40474,0.28848,0.93822,0.92404,0.9069,0.93997,0.82644,0.61526,0.44801,1.0409,0.000114414,0.000114414,0.000114414
231,3426.43,0.40423,0.29784,0.94259,0.95777,0.87832,0.93994,0.82092,0.62516,0.43062,1.04973,0.000110547,0.000110547,0.000110547
232,3440.93,0.40691,0.29292,0.9401,0.95919,0.88056,0.94059,0.81766,0.6154,0.43211,1.03121,0.00010668,0.00010668,0.00010668
233,3455.69,0.40743,0.29206,0.94232,0.94605,0.88795,0.93911,0.81422,0.60787,0.46261,1.02128,0.000102812,0.000102812,0.000102812
234,3471.18,0.39523,0.29242,0.94267,0.9382,0.87389,0.92958,0.81319,0.61266,0.47644,1.03189,9.89453e-05,9.89453e-05,9.89453e-05
235,3486.02,0.40626,0.29605,0.94413,0.94145,0.8721,0.9257,0.80764,0.61916,0.49934,1.03976,9.50781e-05,9.50781e-05,9.50781e-05
236,3500.65,0.39314,0.27446,0.93216,0.9426,0.87183,0.93254,0.818,0.63879,0.47713,1.06306,9.12109e-05,9.12109e-05,9.12109e-05
